sHomeName,sAwayName,iHomeGoals,iAwayGoals,sRegularPP,sCalendar,sMatchInfo,sStadium,sSpectators,dDate,iSpectators,sHome,sAway
HC Nové Zámky ,"HK Nitra, s.r.o.",3,4,sn," Piatok 14.10.2016, 18:00"," 12. kolo, Číslo zápasu 58", ZŠ Nové Zámky, 3826 divákov,10/14/2016 18:00,3826,NZ,NR
HC ‘05 iClinic Banská Bystrica,MHC Martin,6,2,," Nedeľa 16.10.2016, 17:00"," 13. kolo, Číslo zápasu 61", ZŠ Banská Bystrica, 2084 divákov,10/16/2016 17:00,2084,BB,MT
HC Košice s.r.o.,HC Nové Zámky ,0,1,," Nedeľa 16.10.2016, 17:00"," 13. kolo, Číslo zápasu 63", STEEL Arena Košice, 3021 divákov,10/16/2016 17:00,3021,KE,NZ
"HK Nitra, s.r.o.","HK DUKLA Trenčín, a.s.",4,2,," Nedeľa 16.10.2016, 17:00"," 13. kolo, Číslo zápasu 64", Nitra Aréna, 2720 divákov,10/16/2016 17:00,2720,NR,TN
MsHK Žilina,HKM a.s. Zvolen,6,4,," Nedeľa 16.10.2016, 17:00"," 13. kolo, Číslo zápasu 65", _, 894 divákov,10/16/2016 17:00,894,ZI,ZV
"HK Poprad, s.r.o.","MHk 32 Liptovský Mikuláš, a.s.",2,4,," Nedeľa 16.10.2016, 16:00"," 13. kolo, Číslo zápasu 62", ZŠ Poprad, 1162 divákov,10/16/2016 16:00,1162,PP,LM
"HK DUKLA Trenčín, a.s.",HK ORANGE 20,5,2,," Utorok 18.10.2016, 18:00"," 13. kolo, Číslo zápasu 280"," ZŠ Pavla Demitru, Trenčín", 588 divákov,10/18/2016 18:00,588,TN,U20
HK ORANGE 20,MsHK Žilina,0,3,," Štvrtok 20.10.2016, 18:00"," 14. kolo, Číslo zápasu 281", ZŠ Piešťany - Easton Aréna, 137 divákov,10/20/2016 18:00,137,U20,ZI
"MHk 32 Liptovský Mikuláš, a.s.",HC ‘05 iClinic Banská Bystrica,1,5,," Piatok 21.10.2016, 17:00"," 14. kolo, Číslo zápasu 70", ZŠ Lipt. Mikuláš, 2530 divákov,10/21/2016 17:00,2530,LM,BB
MHC Martin,MsHK Žilina,2,1,," Piatok 16.12.2016, 17:00"," 14. kolo, Číslo zápasu 66", ZŠ Martin, 1855 divákov,12/16/2016 17:00,1855,MT,ZI
HKM a.s. Zvolen,"HK Nitra, s.r.o.",3,7,," Piatok 21.10.2016, 18:00"," 14. kolo, Číslo zápasu 67", ZŠ Zvolen, 954 divákov,10/21/2016 18:00,954,ZV,NR
"HK DUKLA Trenčín, a.s.",HC Košice s.r.o.,2,4,," Piatok 21.10.2016, 18:00"," 14. kolo, Číslo zápasu 68"," ZŠ Pavla Demitru, Trenčín", 2618 divákov,10/21/2016 18:00,2618,TN,KE
HC Nové Zámky ,"HK Poprad, s.r.o.",1,2,sn," Piatok 21.10.2016, 18:00"," 14. kolo, Číslo zápasu 69", ZŠ Nové Zámky, 1785 divákov,10/21/2016 18:00,1785,NZ,PP
"MHk 32 Liptovský Mikuláš, a.s.",MHC Martin,2,1,pp," Utorok 24.01.2017, 17:00"," 15. kolo, Číslo zápasu 71", ZŠ Lipt. Mikuláš, 1150 divákov,1/24/2017 17:00,1150,LM,MT
HC ‘05 iClinic Banská Bystrica,HC Nové Zámky ,2,0,," Nedeľa 23.10.2016, 17:00"," 15. kolo, Číslo zápasu 72", ZŠ Banská Bystrica, 2495 divákov,10/23/2016 17:00,2495,BB,NZ
HC Košice s.r.o.,HKM a.s. Zvolen,4,0,," Nedeľa 23.10.2016, 17:00"," 15. kolo, Číslo zápasu 74", STEEL Arena Košice, 3160 divákov,10/23/2016 17:00,3160,KE,ZV
"HK Nitra, s.r.o.",MsHK Žilina,4,6,," Nedeľa 23.10.2016, 17:00"," 15. kolo, Číslo zápasu 75", Nitra Aréna, 2812 divákov,10/23/2016 17:00,2812,NR,ZI
"HK Poprad, s.r.o.","HK DUKLA Trenčín, a.s.",5,2,," Nedeľa 23.10.2016, 17:00"," 15. kolo, Číslo zápasu 73", ZŠ Poprad, 920 divákov,10/23/2016 17:00,920,PP,TN
"MHk 32 Liptovský Mikuláš, a.s.",HK ORANGE 20,1,3,," Utorok 25.10.2016, 17:00"," 15. kolo, Číslo zápasu 282", ZŠ Lipt. Mikuláš, 980 divákov,10/25/2016 17:00,980,LM,U20
HK ORANGE 20,HC Nové Zámky ,2,4,," Štvrtok 27.10.2016, 18:00"," 16. kolo, Číslo zápasu 283", ZŠ Piešťany - Easton Aréna, 171 divákov,10/27/2016 18:00,171,U20,NZ
MHC Martin,"HK Nitra, s.r.o.",3,4,," Utorok 10.01.2017, 18:00"," 16. kolo, Číslo zápasu 76", ZŠ Martin, 1455 divákov,1/10/2017 18:00,1455,MT,NR
MsHK Žilina,HC Košice s.r.o.,3,4,sn," Piatok 28.10.2016, 18:00"," 16. kolo, Číslo zápasu 77", _, 1389 divákov,10/28/2016 18:00,1389,ZI,KE
HKM a.s. Zvolen,"HK Poprad, s.r.o.",3,0,," Piatok 28.10.2016, 18:00"," 16. kolo, Číslo zápasu 78", ZŠ Zvolen, 927 divákov,10/28/2016 18:00,927,ZV,PP
"HK DUKLA Trenčín, a.s.",HC ‘05 iClinic Banská Bystrica,2,3,pp," Piatok 28.10.2016, 18:00"," 16. kolo, Číslo zápasu 79"," ZŠ Pavla Demitru, Trenčín", 2104 divákov,10/28/2016 18:00,2104,TN,BB
HC Nové Zámky ,"MHk 32 Liptovský Mikuláš, a.s.",7,0,," Piatok 28.10.2016, 18:00"," 16. kolo, Číslo zápasu 80", ZŠ Nové Zámky, 1258 divákov,10/28/2016 18:00,1258,NZ,LM
